Speaker: Simeon
  Tier Type: po, Annotations Count: 310
    Time Stamp: a3445, Annotation: pero makarka shina
    Time Stamp: a3605, Annotation: chaymanra rishun Rumi saltuta rikushpa
    Time Stamp: a3606, Annotation: tikramushun
    Time Stamp: a3607, Annotation: nachu ashallapa purishun ya
    Time Stamp: a3609, Annotation: hawaka hawa
    Time Stamp: a3627, Annotation: hawaman rikpi
    Time Stamp: a3628, Annotation: shina parlashpa
    Time Stamp: a3630, Annotation: ñuka katisha
    Time Stamp: a3633, Annotation: ñuka katisha filmashpa
    Time Stamp: a3634, Annotation: kinkuna
    Time Stamp: a3678, Annotation: kikinpash rinkichu Elsa
    Time Stamp: a3679, Annotation: hawaman
    Time Stamp: a3680, Annotation: chuta kayta
    Time Stamp: a3681, Annotation: kayta apayta
    Time Stamp: a3684, Annotation: chaypi sakishun chaykunata
    Time Stamp: a3840, Annotation: haku
    Time Stamp: a3842, Annotation: haku ñuka katisha
    Time Stamp: a3785, Annotation: pero ima tukurka machachirka
    Time Stamp: a2514, Annotation: casi paktasha paktasha
    Time Stamp: a2518, Annotation: ... hawapi parlasha
    Time Stamp: a2519, Annotation: kay igual, cero ñanta rikuchinkapa 
    Time Stamp: a3899, Annotation: shinllichu kani
    Time Stamp: a3900, Annotation: ama urmankichu 
    Time Stamp: a3901, Annotation: mayman rinki Alejandra
    Time Stamp: a3902, Annotation: urkuta rinki haku 
    Time Stamp: a3925, Annotation: shinaaaa
    Time Stamp: a3927, Annotation: ari, ña riksishpaka ña apamushalla
    Time Stamp: a3929, Annotation: allimi kashka 
    Time Stamp: a3931, Annotation: ari, pudinimi
    Time Stamp: a3932, Annotation: shaykunchira
    Time Stamp: a4042, Annotation: ah chaypi rumikuna
    Time Stamp: a4046, Annotation: rikupay  tayta rikunka
    Time Stamp: a4050, Annotation: tutamanta shamushpa
    Time Stamp: a4051, Annotation: ima tiyan chaypi 
    Time Stamp: a4053, Annotation: carpakunawan 
    Time Stamp: a4054, Annotation: tullpata rurashpa
    Time Stamp: a4055, Annotation: kay viaje mana pero 
    Time Stamp: a4056, Annotation: shuk viajepa 
    Time Stamp: a4057, Annotation: apamusha
    Time Stamp: a4058, Annotation: nachu chiri kanka tuta
    Time Stamp: a4060, Annotation: imawra shamunka chay tiempu 
    Time Stamp: a4061, Annotation: hapina kanki 
    Time Stamp: a2313, Annotation: chaypi mayorkuna  
    Time Stamp: a2314, Annotation: shina rumikunapi rezana yacharkachu
    Time Stamp: a2315, Annotation: oh na 
    Time Stamp: a2316, Annotation: kunuchu
    Time Stamp: a2318, Annotation: ha ya 
    Time Stamp: a2319, Annotation: kimsanti
    Time Stamp: a2320, Annotation: nachu shukshinkichik 
    Time Stamp: a2321, Annotation: fotota hapikrini 
    Time Stamp: a2322, Annotation: kayta 
    Time Stamp: a2324, Annotation: una dos 
    Time Stamp: a2325, Annotation: Alejandra 
    Time Stamp: a2326, Annotation: asin 
    Time Stamp: a2063, Annotation: nachu chay chimpapi tiyan chay yuksi 
    Time Stamp: a2064, Annotation: imashuti karka yuksi 
    Time Stamp: a2065, Annotation: yucsi monduna 
    Time Stamp: a2066, Annotation: chimpapi riksirkani 
    Time Stamp: a2067, Annotation: imatak kan 
    Time Stamp: a2069, Annotation: aaah 
    Time Stamp: a2070, Annotation: cierto 
    Time Stamp: a2071, Annotation: y shukunaman 
    Time Stamp: a2072, Annotation: shina malta rurashpa 
    Time Stamp: a2073, Annotation: wañuchun oh
    Time Stamp: a2074, Annotation: oh llakitukuchun 
    Time Stamp: a2075, Annotation: chaykuna 
    Time Stamp: a1592, Annotation: kaypipish puñunkapa
    Time Stamp: a1593, Annotation: valinkacha 
    Time Stamp: a1594, Annotation: carpata churashpa
    Time Stamp: a1917, Annotation: comunapachu 
    Time Stamp: a1597, Annotation: nima nima 
    Time Stamp: a1598, Annotation: wichikaman shukshina kanchi 
    Time Stamp: a1599, Annotation: jawa puntakaman llukshina kanchik nachu 
    Time Stamp: a1601, Annotation: ari
    Time Stamp: a1602, Annotation: ah bueno 
    Time Stamp: a1603, Annotation: ñuka llukshisha 
    Time Stamp: a1604, Annotation: ñuka mana nima na llukshinichu
    Time Stamp: a1605, Annotation: ya kunan llukshisha
    Time Stamp: a1606, Annotation: urkuta 
    Time Stamp: a4386, Annotation: shinashpa 
    Time Stamp: a1608, Annotation: shinchi, shinchi
    Time Stamp: a1609, Annotation: chay uchillaku 
    Time Stamp: a1610, Annotation: urapi nirkanki
    Time Stamp: a1611, Annotation: maypi 
    Time Stamp: a1613, Annotation: urmakpika 
    Time Stamp: a1614, Annotation: llukshinka camarapi 
    Time Stamp: a1615, Annotation: gindikuna rikuchun internetpi 
    Time Stamp: a1616, Annotation: chayta
    Time Stamp: a1617, Annotation: bueno
    Time Stamp: a1618, Annotation: haber apamuy 
    Time Stamp: a1619, Annotation: chayta 
    Time Stamp: a1620, Annotation: tukuy vistata filmankapak chaypi wañuchisha
    Time Stamp: a1621, Annotation: may sumak chay hawa
    Time Stamp: a1622, Annotation: kay hawa Wingupanakaman 
    Time Stamp: a1623, Annotation: chayamushkanchi
    Time Stamp: a1624, Annotation: kay tukuy
    Time Stamp: a1625, Annotation: warmikuna sakishka chaypi 
    Time Stamp: a1626, Annotation: shaykurkanchi nina
    Time Stamp: a1627, Annotation: tukuy kay vistata 
    Time Stamp: a1628, Annotation: rikurin
    Time Stamp: a1629, Annotation: kaymanta
    Time Stamp: a1631, Annotation: ari, hawa, ura urakaman ...
    Time Stamp: a1633, Annotation: manllani manllani 
    Time Stamp: a1634, Annotation: pero chaypi
    Time Stamp: a1635, Annotation: ari chaypima wañuchisha porque
    Time Stamp: a1636, Annotation: porque  manllani ña
  Tier Type: mb, Annotations Count: 17
    Time Stamp: a1, Annotation: kay puesti-ka ima shuti
    Time Stamp: a2, Annotation: ima-ta ni-n
    Time Stamp: a50, Annotation: cierto, chay ima-ku ima urku
    Time Stamp: a51, Annotation: kay Iliniza-wan
    Time Stamp: a70, Annotation: pero Ilinisa urku-chu ka-n 
    Time Stamp: a71, Annotation: oh . Quito urku
    Time Stamp: a72, Annotation: Pichincha-chu ka-n 
    Time Stamp: a73, Annotation: kay Iliniza-manta Quito riru-ri-n
    Time Stamp: a99, Annotation: hawa wichay-man
    Time Stamp: a100, Annotation: chay ri-chun chay rumi hawa-man o na 
    Time Stamp: a101, Annotation: ima shina chay 
    Time Stamp: a102, Annotation: tiempo cuentu-kuna na-chu ashta-wan yacha-nkichik 
    Time Stamp: a103, Annotation: pelia-shka
    Time Stamp: a465, Annotation: tukuyta
    Time Stamp: a468, Annotation: ima shuti ni-rka-nki chay-ta
    Time Stamp: a560, Annotation: tal vez pasea-shun-chi chay ñanta 
    Time Stamp: a587, Annotation: pero Yucsi kan shina
  Tier Type: gl, Annotations Count: 17
    Time Stamp: a4459, Annotation: este puesto-FOC que nombre
    Time Stamp: a4476, Annotation: que-AC decir-3
    Time Stamp: a4477, Annotation: cierto, ese que-PRG que cerro
    Time Stamp: a4478, Annotation: este Iliniza-COM1
    Time Stamp: a4479, Annotation: pero Iliniza cerro-Q ser-3
    Time Stamp: a4480, Annotation: oh . Quito cerro
    Time Stamp: a4481, Annotation: Pichincha-Q ka-3
    Time Stamp: a4548, Annotation: este Iliniza-ABL Quito ver-RFLX-3
    Time Stamp: a4549, Annotation: encima arriba-AL
    Time Stamp: a4550, Annotation: ese ir-DR.P ese piedra encima-AL o no
    Time Stamp: a4605, Annotation: que es ese
    Time Stamp: a4606, Annotation: tiempo cuento no-Q mas-COM1 saber-2PL
    Time Stamp: a4607, Annotation: pelea-PFV
    Time Stamp: a5017, Annotation: todo
    Time Stamp: a5018, Annotation: que nombre decir-PAST-2 ese-AC
    Time Stamp: a5019, Annotation: tal vez pasear-1PL.FUT-CAUS ese camino
    Time Stamp: a5020, Annotation: pero Yucsi es asi
Speaker: Simeòn A
  Tier Type: tn, Annotations Count: 307
    Time Stamp: a1, Annotation: como se llama este lugar 
    Time Stamp: a2, Annotation: que dicen 
    Time Stamp: a3, Annotation: cierto 
    Time Stamp: a50, Annotation: cierto ¿que montañas? 
    Time Stamp: a51, Annotation: este es Elisau 
    Time Stamp: a52, Annotation: Quito
    Time Stamp: a70, Annotation: pero es monte Elinisa 
    Time Stamp: a71, Annotation: oh es el Monte de Quito
    Time Stamp: a72, Annotation: o es Pichincha 
    Time Stamp: a73, Annotation: de esta Elisau se ve Quito 
    Time Stamp: a98, Annotation: no, no 
    Time Stamp: a99, Annotation: arriba, arriba 
    Time Stamp: a100, Annotation: nos vamos alla arriba de la piedra o no 
    Time Stamp: a101, Annotation: porque eso
    Time Stamp: a102, Annotation: no saben mas cuentos de los tiempos pasados 
    Time Stamp: a103, Annotation: se han peleado
    Time Stamp: a199, Annotation: ¿Cual?
    Time Stamp: a200, Annotation: Cotopaxi
    Time Stamp: a201, Annotation: aaahn
    Time Stamp: a285, Annotation: mm
    Time Stamp: a4189, Annotation: si
    Time Stamp: a465, Annotation: todo
    Time Stamp: a466, Annotation: mmmm
    Time Stamp: a467, Annotation: (.........)
    Time Stamp: a468, Annotation: como se llama dijiste 
    Time Stamp: a556, Annotation: (.................
    Time Stamp: a557, Annotation: ya 
    Time Stamp: a558, Annotation: sal to de piedra 
    Time Stamp: a560, Annotation: tal vez paseemos por ese camino 
    Time Stamp: a586, Annotation: ah ya 
    Time Stamp: a587, Annotation: Pero es asi Yucsi
    Time Stamp: a927, Annotation: que hacen aqui 
    Time Stamp: a2864, Annotation: ya ya 
    Time Stamp: a2882, Annotation: yo les voy hablar
    Time Stamp: a2883, Annotation: yo veo poco
    Time Stamp: a2884, Annotation: los niños
    Time Stamp: a2885, Annotation: no te vas a ver 
    Time Stamp: a2886, Annotation: ya ya yo 
    Time Stamp: a2887, Annotation: ya ya yo 
    Time Stamp: a2888, Annotation: risas
    Time Stamp: a2889, Annotation: voy hablar 
    Time Stamp: a2890, Annotation: que cuide al niño
    Time Stamp: a2891, Annotation: risas
    Time Stamp: a2892, Annotation: a donde se iria la mama diran 
    Time Stamp: a2893, Annotation: aqui estamos 
    Time Stamp: a2894, Annotation: aqui estamos
    Time Stamp: a2895, Annotation: hola
    Time Stamp: a2896, Annotation: ya esta yendo la mama
    Time Stamp: a2897, Annotation: (risas)
    Time Stamp: a2898, Annotation: eso
    Time Stamp: a2899, Annotation: mi hijo tambien sabe querer dormir asi en el carro 
    Time Stamp: a2900, Annotation: pero no
    Time Stamp: a2901, Annotation: no nos vamos lejos
    Time Stamp: a2902, Annotation: siemrpe estamos a lado viendo 
    Time Stamp: a2903, Annotation: es el lobo
    Time Stamp: a2904, Annotation: haaaa chuta
    Time Stamp: a2905, Annotation: que lobo hace que 
    Time Stamp: a2906, Annotation: cierto
    Time Stamp: a2907, Annotation: a los grandes tambien 
    Time Stamp: a2908, Annotation: son bravas
    Time Stamp: a2909, Annotation: pero como es como el perro 
    Time Stamp: a2910, Annotation: perro grande 
    Time Stamp: a2911, Annotation: que porte 
    Time Stamp: a2912, Annotation: haaa
    Time Stamp: a2913, Annotation: cierto
    Time Stamp: a2914, Annotation: haaaaaaa
    Time Stamp: a2915, Annotation: una vez me encontre con uno de estos en el monte Elinisa
    Time Stamp: a3014, Annotation: eso es un refugio 
    Time Stamp: a3015, Annotation: donde duermen los turistas 
    Time Stamp: a3016, Annotation: se acercan 
    Time Stamp: a3017, Annotation: a buscar comida
    Time Stamp: a3018, Annotation: porque la gente le regala a ellos 
    Time Stamp: a3019, Annotation: se han hecho pilas , se acercan no mas 
    Time Stamp: a3020, Annotation: (risas)
    Time Stamp: a3021, Annotation: vi y era pequeño
    Time Stamp: a3022, Annotation: talvez todavia era joven 
    Time Stamp: a3023, Annotation: era 
    Time Stamp: a3024, Annotation: no era viejo 
    Time Stamp: a3025, Annotation: en el medio del monte hay 
    Time Stamp: a3026, Annotation: una casita
    Time Stamp: a3027, Annotation: y si, hay una cocha de agua
    Time Stamp: a3028, Annotation: si
    Time Stamp: a3029, Annotation: cierto
    Time Stamp: a3030, Annotation: es frio verdad 
    Time Stamp: a3031, Annotation: haaa
    Time Stamp: a3032, Annotation: era agua caliente 
    Time Stamp: a3033, Annotation: eso debe estar diciendo 
    Time Stamp: a3034, Annotation: yo estoy diciendo 
    Time Stamp: a3035, Annotation: casi en el medio 
    Time Stamp: a3036, Annotation: en la mitad del monte
    Time Stamp: a3037, Annotation: donde hay esa casa
    Time Stamp: a3038, Annotation: que dicen refugio 
    Time Stamp: a3039, Annotation: ahi hay una vertiente
    Time Stamp: a3040, Annotation: pero es fria 
    Time Stamp: a3041, Annotation: solo escuche de esta 
    Time Stamp: a3042, Annotation: agua caliente 
    Time Stamp: a3043, Annotation: no me he ido
    Time Stamp: a3045, Annotation: se va en carro o a pie 
    Time Stamp: a3046, Annotation: entonces
    Time Stamp: a3047, Annotation: este 
    Time Stamp: a3048, Annotation: es por el pasto o por donde es 
    Time Stamp: a3049, Annotation: el agua caliente
    Time Stamp: a3131, Annotation: si, si 
    Time Stamp: a3132, Annotation: quiero conocer 
    Time Stamp: a3133, Annotation: entonces aqui 
    Time Stamp: a3134, Annotation: que animales mas hay aqui 
    Time Stamp: a3135, Annotation: lobo
    Time Stamp: a3136, Annotation: el lobo si 
    Time Stamp: a3137, Annotation: conejos 
    Time Stamp: a3138, Annotation: habra aqui
    Time Stamp: a3139, Annotation: conejos  
    Time Stamp: a3140, Annotation: si
    Time Stamp: a3141, Annotation: ahi 
    Time Stamp: a3142, Annotation: Kurikingi
    Time Stamp: a3143, Annotation: anga 
    Time Stamp: a3203, Annotation: claro
    Time Stamp: a3204, Annotation: cierto
    Time Stamp: a3205, Annotation: risa
    Time Stamp: a3206, Annotation: asi se fue no mas 
    Time Stamp: a3207, Annotation: mmmm
    Time Stamp: a3208, Annotation: por el kurikingi
    Time Stamp: a3209, Annotation: ahi
    Time Stamp: a3210, Annotation: que dicen del kurikingi
    Time Stamp: a3211, Annotation: que
    Time Stamp: a3212, Annotation: asi
    Time Stamp: a3213, Annotation: ahi 
    Time Stamp: a3214, Annotation: mmm, a las lombrices 
    Time Stamp: a3215, Annotation: cierto
    Time Stamp: a3216, Annotation: los condors asi a las tiernas  
    Time Stamp: a3217, Annotation: ovejas o vacas matan dicen 
    Time Stamp: a3218, Annotation: cierto
    Time Stamp: a3219, Annotation: ya no hay, cuantos años sera que no se aparece
    Time Stamp: a3220, Annotation: bastante tiempo 
    Time Stamp: a3221, Annotation: haaaaa
    Time Stamp: a3335, Annotation: hay camino hasta lla 
    Time Stamp: a3336, Annotation: asombro
    Time Stamp: a3349, Annotation: ya ya
    Time Stamp: a3350, Annotation: en mi mente pienso, terminamos esto 
    Time Stamp: a3351, Annotation: y caminamos por ahi firmando con la camara
    Time Stamp: a3352, Annotation: si
    Time Stamp: a3443, Annotation: si
    Time Stamp: a3444, Annotation: en ese entonces 
    Time Stamp: a3445, Annotation: pero le pegaron asi 
    Time Stamp: a3465, Annotation: por eso se derrumbo 
    Time Stamp: a3605, Annotation: vamos  ver la Piedra del salto 
    Time Stamp: a3606, Annotation: y regresamos
    Time Stamp: a3607, Annotation: empezamos a caminar un poco 
    Time Stamp: a3608, Annotation: si
    Time Stamp: a3609, Annotation: arriba 
    Time Stamp: a3627, Annotation: arriba ha de hablar 
    Time Stamp: a3628, Annotation: asi hablando 
    Time Stamp: a3629, Annotation: si, si
    Time Stamp: a3630, Annotation: yo les sigo
    Time Stamp: a3631, Annotation: ya
    Time Stamp: a3632, Annotation: si
    Time Stamp: a3633, Annotation: yo les sigo a ustedes grabando
    Time Stamp: a3634, Annotation: y ustedes 
    Time Stamp: a3677, Annotation: risa
    Time Stamp: a3678, Annotation: usted tambien se va Elsa
    Time Stamp: a3679, Annotation: arriba
    Time Stamp: a3680, Annotation: chuta por aqui
    Time Stamp: a3681, Annotation: esto llevo
    Time Stamp: a3682, Annotation: ha cierto
    Time Stamp: a3683, Annotation: ha ya ya
    Time Stamp: a3684, Annotation: dejo estas aqui 
    Time Stamp: a3685, Annotation: ha ya
    Time Stamp: a3830, Annotation: si
    Time Stamp: a3840, Annotation: vamos 
    Time Stamp: a3841, Annotation: risa
    Time Stamp: a3842, Annotation: vamos yo les sigo
    Time Stamp: a3686, Annotation: este
    Time Stamp: a3687, Annotation: cierto
    Time Stamp: a3744, Annotation: risas
    Time Stamp: a3745, Annotation: cierto
    Time Stamp: a3784, Annotation: cierto 
    Time Stamp: a3785, Annotation: que paso, le hizo emborrachar 
    Time Stamp: a2513, Annotation: ya 
    Time Stamp: a2514, Annotation: alcanzo, alcanzo
    Time Stamp: a2515, Annotation: (risas)
    Time Stamp: a2516, Annotation: cierto
    Time Stamp: a2517, Annotation: si
    Time Stamp: a2518, Annotation: arriba ya hablo 
    Time Stamp: a2519, Annotation: para inidcar el camino del monte 
    Time Stamp: a3898, Annotation: si, si
    Time Stamp: a3899, Annotation: esta duro
    Time Stamp: a3900, Annotation: no se caera
    Time Stamp: a3901, Annotation: A donde vas Alejandra
    Time Stamp: a3902, Annotation: vamos a la montaña 
    Time Stamp: a3924, Annotation: (.................)
    Time Stamp: a3925, Annotation: Ginaaaaaaaaa
    Time Stamp: a3926, Annotation: (risa)
    Time Stamp: a3927, Annotation: si, cuando ya conozca bien le traigo
    Time Stamp: a3928, Annotation: si
    Time Stamp: a3929, Annotation: si esta bien 
    Time Stamp: a3930, Annotation: si
    Time Stamp: a3931, Annotation: si camino
    Time Stamp: a3932, Annotation: nos canzamos 
    Time Stamp: a3933, Annotation: ha ya
    Time Stamp: a3934, Annotation: ya
    Time Stamp: a4385, Annotation: (cansados)
    Time Stamp: a4042, Annotation: ha las piedras de ahi 
    Time Stamp: a4043, Annotation: ha 
    Time Stamp: a4044, Annotation: (risa)
    Time Stamp: a4045, Annotation: ha
    Time Stamp: a4046, Annotation: el papa nos ha de ver 
    Time Stamp: a4047, Annotation: si
    Time Stamp: a4048, Annotation: si
    Time Stamp: a4049, Annotation: si
    Time Stamp: a4050, Annotation: viniendo de mañana 
    Time Stamp: a4051, Annotation: que hay ahi 
    Time Stamp: a4052, Annotation: ya
    Time Stamp: a4053, Annotation: con carpas 
    Time Stamp: a4054, Annotation: haciendo tulpas 
    Time Stamp: a4055, Annotation: esta vez no pero 
    Time Stamp: a4056, Annotation: para el otro viaje si 
    Time Stamp: a4057, Annotation: voy a traer 
    Time Stamp: a4058, Annotation: no es frio en las noches 
    Time Stamp: a4059, Annotation: cierto
    Time Stamp: a4060, Annotation: cuando es ese tiempo
    Time Stamp: a4061, Annotation: tienes que coger
    Time Stamp: a4190, Annotation: si
    Time Stamp: a4191, Annotation: ha ya
    Time Stamp: a2313, Annotation: ahi los mayas 
    Time Stamp: a2314, Annotation: sabian rezar en las piedras 
    Time Stamp: a2315, Annotation: oh no
    Time Stamp: a2316, Annotation: es caliente 
    Time Stamp: a2317, Annotation: risas
    Time Stamp: a2318, Annotation: ha ya
    Time Stamp: a2319, Annotation: los tres 
    Time Stamp: a2320, Annotation: no van a salir 
    Time Stamp: a2321, Annotation: voy a tomar foto 
    Time Stamp: a2322, Annotation: a ellos 
    Time Stamp: a2323, Annotation: eso 
    Time Stamp: a2324, Annotation: una dos 
    Time Stamp: a2325, Annotation: Alejandra 
    Time Stamp: a2326, Annotation: risa
    Time Stamp: a2327, Annotation: aaaah 
    Time Stamp: a2328, Annotation: risas 
    Time Stamp: a2329, Annotation: None
    Time Stamp: a2330, Annotation: cierto
    Time Stamp: a2061, Annotation: si
    Time Stamp: a2062, Annotation: ha 
    Time Stamp: a2063, Annotation: alla al frente no hay 
    Time Stamp: a2064, Annotation: como se llamaba Yucsi 
