Speaker: Simeon
  Tier Type: po, Annotations Count: 310
    Time Stamp: a3790, Annotation: kunanka ya 
    Time Stamp: a3792, Annotation: kaytachu pasana
    Time Stamp: a3846, Annotation: kaytara
    Time Stamp: a2530, Annotation: kay Kucha kunupi 
    Time Stamp: a6125, Annotation: shinallata ninka 
    Time Stamp: a3947, Annotation: ;ukaka chaykunata llamata michishpa purirkani
    Time Stamp: a3948, Annotation: kay ura uratata shina kayta
    Time Stamp: a3949, Annotation: chaymanta kay washanita
    Time Stamp: a3950, Annotation: chaytaka
    Time Stamp: a4390, Annotation: tukuy wasiman ...
    Time Stamp: a3952, Annotation: gringukuna 
    Time Stamp: a3953, Annotation: shina ima hurapash shamushpa foto tuman
    Time Stamp: a3954, Annotation: apankapa shamushpa 
    Time Stamp: a3955, Annotation: kutin shinallata  gintikuna chayllapita churanalla
    Time Stamp: a3956, Annotation: ima pasanlla
    Time Stamp: a4082, Annotation: talvez urmanka nirin
    Time Stamp: a4086, Annotation: kay uranikuta
    Time Stamp: a4087, Annotation: imashti
    Time Stamp: a4088, Annotation: kay uranipi
    Time Stamp: a4089, Annotation: puñunllami nirka
    Time Stamp: a4091, Annotation: hila puñunkapa shamun
    Time Stamp: a4093, Annotation: puñunalla
    Time Stamp: a4094, Annotation: na yana illan 
    Time Stamp: a4203, Annotation: kayta wichay 
    Time Stamp: a4205, Annotation: chayta hana rishun 
    Time Stamp: a4394, Annotation: chayta aver 
    Time Stamp: a4395, Annotation: visitashun 
    Time Stamp: a4206, Annotation: chimpani rumi salto al aire
    Time Stamp: a4207, Annotation: wayra unku alayru
    Time Stamp: a4208, Annotation: shina carru shamunka
    Time Stamp: a4209, Annotation: chaymi Wayra Pungu 
    Time Stamp: a4210, Annotation: chaymanta chay wasaniman Rumi saltu
    Time Stamp: a4211, Annotation: chaypisi wayra hatarishpa apanalla
    Time Stamp: a4212, Annotation: chay imashti
    Time Stamp: a4214, Annotation: kay ura uku
    Time Stamp: a4215, Annotation: Tusgualu
    Time Stamp: a4218, Annotation: kutin chaymantaka kay ladu
    Time Stamp: a4219, Annotation: kay ladu, kay ladu kay laduka
    Time Stamp: a4220, Annotation: imashti
    Time Stamp: a4221, Annotation: Zuruasi
    Time Stamp: a4223, Annotation: Tusgualu shina urayman 
    Time Stamp: a4224, Annotation: kaymanta shinami rin 
    Time Stamp: a4225, Annotation: Atahaualpa lo... cha
    Time Stamp: a4226, Annotation: Atahualpa nikun chaypi 
    Time Stamp: a4227, Annotation: peliara nin
    Time Stamp: a4229, Annotation: chaymi
    Time Stamp: a4230, Annotation: kay ukumanta Wingupana
    Time Stamp: a4231, Annotation: kutin uraman shuk uchilla Wingupana
    Time Stamp: a4232, Annotation: chaymanta kayka kutin 
    Time Stamp: a4233, Annotation: Salmosmi
    Time Stamp: a4235, Annotation: kutin chay chaymanta shina
    Time Stamp: a4236, Annotation: chimpaman
    Time Stamp: a2533, Annotation: mortiños kaymanka tiyanka, washaman tiyan
    Time Stamp: a2535, Annotation: washaman tiyan 
    Time Stamp: a2537, Annotation: kayta 
    Time Stamp: a2538, Annotation: kayta ñukanchi llamata michishkanchik
    Time Stamp: a2539, Annotation: chimpa 
    Time Stamp: a2540, Annotation: kayta muyunalla
    Time Stamp: a2541, Annotation: talvez  kaykunata kunukuna hapin
    Time Stamp: a4398, Annotation: ya na tiyanka
    Time Stamp: a4399, Annotation: kunanpi ña
    Time Stamp: a4400, Annotation: kunanpi ña
    Time Stamp: a4401, Annotation: chay medio ambiente ña chaypi
    Time Stamp: a4402, Annotation: shina MAGAP
    Time Stamp: a4403, Annotation: ha ha na sakin 
    Time Stamp: a2351, Annotation: kunulla
    Time Stamp: a2352, Annotation: kaypi foto tomanki ñuka yaku ishparini 
    Time Stamp: a2096, Annotation: kay, kay allpamanta 
    Time Stamp: a2097, Annotation: wingupanataka
    Time Stamp: a2099, Annotation: chaytaka shina wichayman
    Time Stamp: a2101, Annotation: yuksi mondona 
    Time Stamp: a2105, Annotation: ñukanchika nunca, nunca, nunca na criin
    Time Stamp: a2106, Annotation: na ñukanchika 
    Time Stamp: a1927, Annotation: hala chaypi rikuy 
    Time Stamp: a1928, Annotation: vintana tiyashka ukuman 
    Time Stamp: a2107, Annotation: hala chaykuna tiyakrami 
    Time Stamp: a2109, Annotation: uchilla ventana rumi tiyakra
    Time Stamp: a2110, Annotation: ari, chaypi 
    Time Stamp: a2111, Annotation: ari siempre hitan nirkami 
    Time Stamp: a2112, Annotation: achkaaaaaa
    Time Stamp: a2113, Annotation: casi problema tukushpa
    Time Stamp: a2114, Annotation: shina shamushkakunami 
    Time Stamp: a2116, Annotation: aaari
    Time Stamp: a2117, Annotation: ari, Wingupanapi wañun 
    Time Stamp: a2118, Annotation: nik ninka
    Time Stamp: a2119, Annotation: Luz ah Wingupanapi churashka wañun 
    Time Stamp: a2120, Annotation: diablopi katichishka 
    Time Stamp: a2121, Annotation: imatashi diferenta ninka 
    Time Stamp: a1702, Annotation: ari
    Time Stamp: a1703, Annotation: (...) chay hawa shukshichispa 
    Time Stamp: a1704, Annotation: kaytaka chay 
    Time Stamp: a1705, Annotation: shina gringukuna shamunkaw
    Time Stamp: a1706, Annotation: shuk
    Time Stamp: a1707, Annotation: kutin shukman apankapa
    Time Stamp: a1708, Annotation: kayman mari mas shamun 
    Time Stamp: a1709, Annotation: nose, chaytasi na yachanchi 
    Time Stamp: a1710, Annotation: cobrariyanchari 
    Time Stamp: a1930, Annotation: imachari shina 
    Time Stamp: a1931, Annotation: chayta ña ñanta lluchishkami
    Time Stamp: a1932, Annotation: nikpi ñukanchi gindi 
    Time Stamp: a1934, Annotation: shamushpa
    Time Stamp: a1935, Annotation: chayta 
    Time Stamp: a1936, Annotation: kakuchi gustangapa nishpa
    Time Stamp: a1937, Annotation: shamush ñukanchi kaykukamanlla gustashpaka  
    Time Stamp: a1938, Annotation: uray rirkanchi
    Time Stamp: a1940, Annotation: ari voltarkanchi
    Time Stamp: a1941, Annotation: kaykunaka 
    Time Stamp: a1942, Annotation: nara escritura charin 
    Time Stamp: a1943, Annotation: kay Wingupanaka
    Time Stamp: a1944, Annotation: comunami kana 
    Time Stamp: a1945, Annotation: kaytaka 
    Time Stamp: a1946, Annotation: kayka comunami
    Time Stamp: a1948, Annotation: chaytaka 
    Time Stamp: a1949, Annotation: shinaka ha hacienda 
    Time Stamp: a1950, Annotation: karkaka limpiu
    Time Stamp: a4404, Annotation: shina
    Time Stamp: a1951, Annotation: ñukanchi kashpacha
    Time Stamp: a1952, Annotation: chimpakuna 
    Time Stamp: a1953, Annotation: chaypi chay 
    Time Stamp: a1954, Annotation: planta hawaka
    Time Stamp: a1955, Annotation: chaykunapi michishpa purirkanchi llamakanchataka
    Time Stamp: a1957, Annotation: llamataka
    Time Stamp: a1958, Annotation: shina michikukpi derrepente 
    Time Stamp: a1959, Annotation: michikuk ashta
    Time Stamp: a1960, Annotation: fuyu ninti tapamuyu
    Time Stamp: a1961, Annotation: llamata derrepente shina ukshatumpimi
    Time Stamp: a1962, Annotation: llamataka ni mas que 
    Time Stamp: a1963, Annotation: harkachi nikukpi
    Time Stamp: a1711, Annotation: ha apashkankama pay 
    Time Stamp: a1713, Annotation: daga chimpa kaypi chay ah 
    Time Stamp: a1714, Annotation: chimpani pampa chaymi karka 
    Time Stamp: a1715, Annotation: diosito 
    Time Stamp: a1716, Annotation: diosito diunavis
    Time Stamp: a1717, Annotation: diosito 
    Time Stamp: a1718, Annotation: shinallami tiyan 
    Time Stamp: a1719, Annotation: kununkuna ña 
    Time Stamp: a1720, Annotation: dada tiyan ñukanchi laduman
    Time Stamp: a1721, Annotation: cumu  kaymankari mesnos na tiyankachu
    Time Stamp: a1723, Annotation: no se
    Time Stamp: a1725, Annotation: ñuka sina pudishachu
    Time Stamp: a1728, Annotation: urku puntapi shayaririnki
  Tier Type: mb, Annotations Count: 109
    Time Stamp: a29, Annotation: kay puesto-ka
    Time Stamp: a30, Annotation: hatun winkupana
    Time Stamp: a32, Annotation: alto rumi-kuna,  kay altura 
    Time Stamp: a34, Annotation: chi, kay rumi-kuna-ka wiña-shka kay
    Time Stamp: a35, Annotation: urma-shka
    Time Stamp: a44, Annotation: ima-sh-ti-mi ima-sh-ti uru apa-n
    Time Stamp: a63, Annotation: Iliniza-wan kay chay pelea-ri
    Time Stamp: a88, Annotation: Quito riku-na-ka-k ni-n kay, kay urku
    Time Stamp: a89, Annotation: kay altura
    Time Stamp: a144, Annotation: mana, kay-manta kay-manta
    Time Stamp: a148, Annotation: shina muyu-na
    Time Stamp: a149, Annotation: chay alto-pi-ka doce
    Time Stamp: a150, Annotation: sika-n-cha-ri chay-pi si na
    Time Stamp: a151, Annotation: kay hatun Wingupana 
    Time Stamp: a152, Annotation: chi ña-ta ni-ku-rka-ni chay na kallari-manta-ka
    Time Stamp: a154, Annotation: tiempo gindi-kuna 
    Time Stamp: a155, Annotation: chay-mi kashna pedasu pedasu saki-ri-shka kan 
    Time Stamp: a156, Annotation: chay tiempo historia-ta-ka
    Time Stamp: a157, Annotation: ñuka-nchi-ka chay-ta si na yacha-nchi-chu  shina 
    Time Stamp: a158, Annotation: ima shuti  ni-n 
    Time Stamp: a159, Annotation: ima shuti ni-rka chay 
    Time Stamp: a160, Annotation: chay-mun pelean ni-nka 
    Time Stamp: a161, Annotation: mas altura-ka-rka
    Time Stamp: a245, Annotation: ña mashna timpu-ta kuna ña chinka-ri-shka kan-kuna kichu-shka kankichi
    Time Stamp: a247, Annotation: kay washa-ni-ku-mi, rumi saltu ni-shka-pi, ñuka-nchik rura-rka-nchik
    Time Stamp: a248, Annotation: tiyan washa-ni rumi saltu ni-shka
    Time Stamp: a249, Annotation: chay-pi rura-ku-k-pi
    Time Stamp: a250, Annotation: ta ashka
    Time Stamp: a311, Annotation: chay huras-ka sucres-pi ka-rka
    Time Stamp: a312, Annotation: mm chari-nchik
    Time Stamp: a4202, Annotation: ginti tuntu-ya-rka-ka
    Time Stamp: a352, Annotation: ña tarea-ta rura-nkau, ñuka-nchi-ka
    Time Stamp: a353, Annotation: ña las cuatros de la mañana
    Time Stamp: a354, Annotation: cinco de la mañana-ta-ka 
    Time Stamp: a355, Annotation: kukabi apa-ri-shka
    Time Stamp: a356, Annotation: asuwa marka-shka ri-nka-nchik trabaju-man 
    Time Stamp: a362, Annotation: masti-ta-ka  riksi-rka-nki-cha-ri
    Time Stamp: a364, Annotation: na-chu ka-rka-ka
    Time Stamp: a365, Annotation: chay-ta riksi-rka-nki
    Time Stamp: a367, Annotation: chay-mi cabesillu ka-rka  
    Time Stamp: a371, Annotation: ah ah, anda wañu-shka
    Time Stamp: a372, Annotation: ñuka yacha-ni
    Time Stamp: a373, Annotation: chay-mi masti
    Time Stamp: a444, Annotation: chay-kuna-mi punta cabesillu ka-rka
    Time Stamp: a445, Annotation: ñuka uchuklla-ku
    Time Stamp: a447, Annotation: caballu-pi sika-shka 
    Time Stamp: a448, Annotation: marica ka-rka imashti-ka
    Time Stamp: a505, Annotation: caballu-pi sika-shka, pilia-kuna amu-kunan amu-kuna-wan
    Time Stamp: a506, Annotation: chay-kuna ka-rka (...........)chay-ta shina 
    Time Stamp: a507, Annotation: chayn-ta-mi kay 
    Time Stamp: a508, Annotation: (............) ri-k-chu
    Time Stamp: a509, Annotation: kay washa-ni-ku-pi-lla-mari
    Time Stamp: a510, Annotation: kay imashti ku-ta washa-ku-shpa kay washa-pi
    Time Stamp: a511, Annotation: chay-mi riksi-shpa ri-na-lla
    Time Stamp: a513, Annotation: chay-ta-ka kutin chay
    Time Stamp: a514, Annotation: ajeno urku-ta-ka na riksi-nchi-chu
    Time Stamp: a515, Annotation: kay-ka shuk ladu shina kutin
    Time Stamp: a518, Annotation: kay-kuna, kay uku Wingupana-ka-nka 
    Time Stamp: a576, Annotation: ri-sha ni-sha ri-na-lla-ri, kay-wa-lla-pi-mi shina-ka
    Time Stamp: a577, Annotation: ah ah riksi shamu-shka-ka
    Time Stamp: a578, Annotation: chay rumi saltu-ka-man haku-chi
    Time Stamp: a580, Annotation: chay-ta muyu-shka riku-nkichi riku-nkichi lindu lindu shina-ka
    Time Stamp: a616, Annotation: shina ka-rka
    Time Stamp: a617, Annotation: chay-pi-ka Yugus de muntu-na 
    Time Stamp: a618, Annotation: ima shina-cha ka-rka, shina ya nombre-lla-ta shina ka-rka-ka
    Time Stamp: a621, Annotation: chay-ka kunan-ka 
    Time Stamp: a622, Annotation: ña imashti ugsha  hunta-shka-ka 
    Time Stamp: a623, Annotation: chay-pi Yugus (.........)washa-pi 
    Time Stamp: a624, Annotation: chaypi menos huchu karka
    Time Stamp: a625, Annotation: menos huchu 
    Time Stamp: a627, Annotation: wichi-mun chay washa shamu-ka 
    Time Stamp: a628, Annotation: ima shuti-mi ka-rka 
    Time Stamp: a629, Annotation: Utsu-ku-cha-chu ka-rka 
    Time Stamp: a630, Annotation: ashtawan-ka
    Time Stamp: a631, Annotation: chay urku-kuna ka-rka-ka
    Time Stamp: a632, Annotation: imash urku-kuna 
    Time Stamp: a697, Annotation: kunan maski chika ri-nka 
    Time Stamp: a698, Annotation: chay-wa-lla ni volta-ri-na-lla
    Time Stamp: a700, Annotation: rumi tawka, chay-ku-manta wash 
    Time Stamp: a701, Annotation: chay-ku-lla-mi 
    Time Stamp: a703, Annotation: sirvi-shka
    Time Stamp: a704, Annotation: ñuka-nchik amu-ku-kuna-pi sirvi-shpa
    Time Stamp: a705, Annotation: ñuka amu-kuna-pi uchilli-ta ka-shpa
    Time Stamp: a706, Annotation: ñuka yanu-shpa, shuk amu-kuna-man kara-shpa 
    Time Stamp: a707, Annotation: ñuka shuk-lla-ta 
    Time Stamp: a708, Annotation: shuk-lla-ta chari-ni 
    Time Stamp: a709, Annotation: shukuta-ka reservadu
    Time Stamp: a710, Annotation: chay-manta ni mas na chari
    Time Stamp: a711, Annotation: may-ta-shi diriginti ka-nka 
    Time Stamp: a712, Annotation: chay-ka shina 
    Time Stamp: a714, Annotation: pay-ka wasi-pi shina trabajo-wan shina-ku-lla 
    Time Stamp: a715, Annotation: ah ah , shuk-lla 
    Time Stamp: a716, Annotation: chay Tilon kucha-wan 
    Time Stamp: a718, Annotation: kay yana urku-wan 
    Time Stamp: a719, Annotation: yaku-ta mitsa-shpa
    Time Stamp: a720, Annotation: pelea-na (........................)
    Time Stamp: a721, Annotation: chay-pi
    Time Stamp: a789, Annotation: chay-pi-ka ñuka na ri-rka-ni
    Time Stamp: a797, Annotation: ñuka-ka na ri-rka-ni pilia-k-lla-ta
    Time Stamp: a798, Annotation: shina ñuka-nchik ginti-kuna pilia-k-lla-ta uya-rka-ni
    Time Stamp: a799, Annotation: ranti ranti Cochapampa-pi wishka-ri-ma
    Time Stamp: a800, Annotation: ñuka-nchik-ka yana urku-man 
    Time Stamp: a801, Annotation: apamu-shpa wishka-nchi ni-n
    Time Stamp: a802, Annotation: chay-munta chulun yana kurku
    Time Stamp: a841, Annotation: yaku-ta-ka apa-rka-ka
    Time Stamp: a846, Annotation: cuñada-mi
    Time Stamp: a847, Annotation: cuñada-mi
    Time Stamp: a848, Annotation: mama Vicinta Jame mi ka-rka mama
    Time Stamp: a2805, Annotation: None
  Tier Type: gl, Annotations Count: 108
    Time Stamp: a4466, Annotation: este puesto-FOC
    Time Stamp: a4467, Annotation: grande Winkupana
    Time Stamp: a4532, Annotation: alto piedra, este altura
    Time Stamp: a4533, Annotation: chi, este piedra-PL-FOC crecer-PFV este
    Time Stamp: a4534, Annotation: caer-PFV
    Time Stamp: a4535, Annotation: que-SR-Q que-SR-Q- uru llevar-3
    Time Stamp: a4536, Annotation: iliniza-Com1 kay chay pelea-RFLX
    Time Stamp: a4567, Annotation: Quito ver-NMLZ-FOC-AG
    Time Stamp: a4568, Annotation: este altura
    Time Stamp: a4569, Annotation: no, esteABL este-ABL
    Time Stamp: a4570, Annotation: asi girar-NMLZ
    Time Stamp: a4591, Annotation: ese alto-LOC-FOC doce
    Time Stamp: a4592, Annotation: sube-n-CNJ.EV-RFLX ese-LOC- si no
    Time Stamp: a4593, Annotation: este grande Wingupana 
    Time Stamp: a4594, Annotation: chi ya-AC decir-PRG-PAST-1 ese no iniciar-ABL-FOC
    Time Stamp: a4654, Annotation: tiempi gente-PL
    Time Stamp: a4655, Annotation: ese-AF.EV asi pedazo pedazo dejar-RFLX-PFV es
    Time Stamp: a4656, Annotation: ese tiempo historia-AC-FOC
    Time Stamp: a4657, Annotation: yo 1PL-FOC ese-AC si no saber-1Pl-Q asi
    Time Stamp: a4658, Annotation: que nombre decri-3
    Time Stamp: a4659, Annotation: que nombre decir-PAST ese
    Time Stamp: a4660, Annotation: ese-AL pelean decir-3FUT
    Time Stamp: a4661, Annotation: mas altura-FOC PAST
    Time Stamp: a4662, Annotation: ya cuanto tiempo-AC ahora ya perder-RFLX-PFV tu-PL quitar-PFV estan
    Time Stamp: a4663, Annotation: este atras-1-DIM-AF.EV, piedra salto decir-PFV-LOC, yo-1PL hacer-PAST-1PL
    Time Stamp: a4712, Annotation: hay atras-1 piedra salto decir-PFV
    Time Stamp: a4713, Annotation: ese-LOC hacer-DIR-AG-LOC
    Time Stamp: a4745, Annotation: ta bastante
    Time Stamp: a4746, Annotation: ese horas-FOC sucres-LOC ser-PAST
    Time Stamp: a4787, Annotation: mm tener-1PL
    Time Stamp: a4788, Annotation: gente tonto-PROC-PAST-FOC
    Time Stamp: a4823, Annotation: ya tarea-AC hacer-3FUT, yo-1PL-FOC
    Time Stamp: a4824, Annotation: ya las cuatro de la mañana
    Time Stamp: a4825, Annotation: cinco de la mañana-AC-FOC
    Time Stamp: a4826, Annotation: avio, cargar-RFLX-PFV
    Time Stamp: a4827, Annotation: chicha marcar-PFV ir-3FUT-1PL trabajo-AL
    Time Stamp: a4883, Annotation: a este-AC-FOC conocer-PAST-2-CNJ.EV-RFLX
    Time Stamp: a4884, Annotation: no-Q ser-PAST-FOC
    Time Stamp: a4885, Annotation: este-AC conocer-PAST-2
    Time Stamp: a4886, Annotation: ese-AF.EV capataz ser-PAST
    Time Stamp: a4887, Annotation: ah ah, anda morir-PFV
    Time Stamp: a4888, Annotation: yo saber-1
    Time Stamp: a4889, Annotation: ese-AF.EV este
    Time Stamp: a4890, Annotation: ese-PL-AF.EV antes capataz ser-PAST
    Time Stamp: a4891, Annotation: yo pequeña-DIM
    Time Stamp: a4892, Annotation: caballo-LOC subir-PFV
    Time Stamp: a4893, Annotation: marica ser-PAST este-FOC
    Time Stamp: a4894, Annotation: caballo-LOC subir-PFV, pelea-PL patron-PL patron-PL-COM1
    Time Stamp: a4895, Annotation: ese-PL ser-PAST (.......... ese-AC asi
    Time Stamp: a4896, Annotation: ese-AC-AF.EV este
    Time Stamp: a4987, Annotation: (............) ir-AG-Q
    Time Stamp: a4988, Annotation: este atras-1-DIM-LOC-LIM-AF.EV
    Time Stamp: a4989, Annotation: este como-DIM-AC atras-PRG-SR este atras-LOC
    Time Stamp: a4990, Annotation: ese-AF.EV conocer-SR ir-NMLZ-LIM
    Time Stamp: a4991, Annotation: ese-AC-FOC otra vez ese
    Time Stamp: a4992, Annotation: ajeno cerro-AC-FOC no conocer-1PL-Q
    Time Stamp: a4993, Annotation: este-FOC un lado asi otra vez
    Time Stamp: a5086, Annotation: este-PL, este adentro Wingupana-FOC-3FUT
    Time Stamp: a5087, Annotation: ir-1FUT decir-NMLZ-LIM-RFLX. este-OB1-lIM-LOC-AF.EV asi-FOC
    Time Stamp: a5088, Annotation: ah ah conocido venir-PFV-FOC
    Time Stamp: a5089, Annotation: ese piedra salto-FOC-ABL-vamos-CAUS
    Time Stamp: a5090, Annotation: ese-AC vuelta-PFV ver-2PL ver-2PL lindo lindo asi-FOC
    Time Stamp: a5091, Annotation: asi ser-PAST
    Time Stamp: a5092, Annotation: ese-LOC-FOC Yugus de monton-NMLZ
    Time Stamp: a5093, Annotation: que asi-CNJ.EV ser-PAST, asi ya nombre-LIM-AC asi ser-PAST-FOC
    Time Stamp: a5094, Annotation: ese-FOC ahora-FOC
    Time Stamp: a5095, Annotation: ya como paja lleno-PFV-FOC
    Time Stamp: a5096, Annotation: ese-LOC Yugus (.... atras-LOC
    Time Stamp: a5097, Annotation: chay-pi menos huchu ka-rka
    Time Stamp: a5098, Annotation: menos rincon
    Time Stamp: a5099, Annotation: arriba-AL ese atras-venir-FOC
    Time Stamp: a5100, Annotation: que nombre-AF.EV ser-PAST
    Time Stamp: a5101, Annotation: Utsu-PRG-CNJ.EV-Q ser-PAST
    Time Stamp: a5102, Annotation: mas-FOC
    Time Stamp: a5103, Annotation: ese cerro-PL ser-PAST-FOC
    Time Stamp: a5104, Annotation: que cerro-PL
    Time Stamp: a5145, Annotation: ahora aunque ahi ir-3FUT
    Time Stamp: a5146, Annotation: ese-OB1-LIM no vuelta-RLFX-NMLZ-LIM
    Time Stamp: a5177, Annotation: piedra varios, ese-DIM-ABL atras
    Time Stamp: a5178, Annotation: ese-DIM-LIM-AF.EV
    Time Stamp: a5179, Annotation: servir-PFV
    Time Stamp: a5180, Annotation: yo-1PL patron-DIM-PL-LOC servir-SR
    Time Stamp: a5181, Annotation: yo patron-PL-LOC peque;a-AC ser-SR
    Time Stamp: a5182, Annotation: yo cocinar-SR, un patron-PL-AL dar-SR
    Time Stamp: a5183, Annotation: yo uno-LIM-AC
    Time Stamp: a5184, Annotation: uno-LIM-AC tener-1
    Time Stamp: a5185, Annotation: unito-FOC reservado
    Time Stamp: a5186, Annotation: ese-ABL ni mas no tener
    Time Stamp: a5187, Annotation: donde-AC-shi dirigente ser-3FUT
    Time Stamp: a5188, Annotation: ese-FOC asi
    Time Stamp: a5189, Annotation: el-FOC casa-LOC asi trabajo-COM1 asi-DIM-LIM
    Time Stamp: a5237, Annotation: ah ah, uno-LIM
    Time Stamp: a5238, Annotation: ese Tilon laguna-COM1
    Time Stamp: a5239, Annotation: este negro cerro-COM1
    Time Stamp: a5240, Annotation: agua-AC mesqunar-SR
    Time Stamp: a5281, Annotation: pelea-NMLZ (........................)
    Time Stamp: a5282, Annotation: ahi-LOC
    Time Stamp: a5283, Annotation: ese-LOC-FOC yo no ir-PAST-1
    Time Stamp: a5284, Annotation: yo-FOC no ir-PAST-1 pelea-AG-LIM-AC
    Time Stamp: a5285, Annotation: asi yo-1PL gente-PL pelea-AG-LIM-AC oir-PAST-1
    Time Stamp: a5286, Annotation: ambos ambos Cochapampa-LOC arriba-RFLX-AF.EV
    Time Stamp: a5287, Annotation: yo-1PL-FOC negro cerro-AL
    Time Stamp: a5288, Annotation: traer-SR arriba-1PL decir-3
    Time Stamp: a5289, Annotation: ese-ABL silencio negro cerro
    Time Stamp: a5290, Annotation: agua-AC-FOC llevar-PAST-FOC
    Time Stamp: a5291, Annotation: cuñada-AF.EV
    Time Stamp: a5292, Annotation: cuñada-AF.EV
    Time Stamp: a5293, Annotation: mama Vicinta Jame mi ka-PAST mama
Speaker: mujer 2 
  Tier Type: po, Annotations Count: 376
    Time Stamp: ('ts43', 'ts44'), Annotation: imamandata peliarishkanin
    Time Stamp: ('ts52', 'ts54'), Annotation: aaaaah
    Time Stamp: ('ts77', 'ts80'), Annotation: Buenas tardes 
    Time Stamp: ('ts129', 'ts133'), Annotation: pamba nin jaguanipika, ari 
    Time Stamp: ('ts137', 'ts140'), Annotation: mmmmmm
    Time Stamp: ('ts151', 'ts155'), Annotation: tiempoguna ,tiempo gindiguna 
    Time Stamp: ('ts161', 'ts162'), Annotation: haaaaaaaaaaa
    Time Stamp: ('ts168', 'ts170'), Annotation: ima shina ima shina peliashka tiempo 
    Time Stamp: ('ts171', 'ts174'), Annotation: historia na yachangichi
    Time Stamp: ('ts197', 'ts199'), Annotation: mmmmmm
    Time Stamp: ('ts203', 'ts205'), Annotation: mmm
    Time Stamp: ('ts217', 'ts218'), Annotation: mmmmmm
    Time Stamp: ('ts221', 'ts222'), Annotation: asi 
    Time Stamp: ('ts223', 'ts224'), Annotation: ña chinaka kay
    Time Stamp: ('ts225', 'ts226'), Annotation: yana urku shina chaypiga 
    Time Stamp: ('ts227', 'ts228'), Annotation: haciendaga ima tiemputa chingarishgakan
    Time Stamp: ('ts236', 'ts239'), Annotation: ña mashna tiemputa, kunanga chingarishkan, kanguna quichushcanguichi
    Time Stamp: ('ts245', 'ts246'), Annotation: aaaah
    Time Stamp: ('ts249', 'ts252'), Annotation: None
    Time Stamp: ('ts256', 'ts258'), Annotation: chay juashani ñakutin tianllu kashna rumi
    Time Stamp: ('ts280', 'ts282'), Annotation: guagrataka ña apashayashpa puringuichi
    Time Stamp: ('ts286', 'ts289'), Annotation: guagraga ashka tia karka 
    Time Stamp: ('ts293', 'ts295'), Annotation: paganchu karka chaita cuidapika
    Time Stamp: ('ts311', 'ts313'), Annotation: mmmm
    Time Stamp: ('ts316', 'ts318'), Annotation: kikinga chi shina, chay ashpakuna ashka charingi 
    Time Stamp: ('ts319', 'ts320'), Annotation: escriturash charingi no 
    Time Stamp: ('ts329', 'ts331'), Annotation: paisata
    Time Stamp: ('ts333', 'ts336'), Annotation: None
    Time Stamp: ('ts349', 'ts350'), Annotation: mmm
    Time Stamp: ('ts358', 'ts360'), Annotation: amugunaga finian caran ninga tiempuka demas
    Time Stamp: ('ts361', 'ts362'), Annotation: azoten caranninga wirugunaguan no 
    Time Stamp: ('ts363', 'ts364'), Annotation: tiempugunari
    Time Stamp: ('ts379', 'ts380'), Annotation: ari, tiempugunaka shina caran ninga no demas sufrina
    Time Stamp: ('ts401', 'ts403'), Annotation: aaah, yaya
    Time Stamp: ('ts411', 'ts413'), Annotation: ari
    Time Stamp: ('ts416', 'ts420'), Annotation: chayguna rigsirkani
    Time Stamp: ('ts426', 'ts429'), Annotation: paaaaaaaaaay
    Time Stamp: ('ts432', 'ts433'), Annotation: chaygunaga illita
    Time Stamp: ('ts434', 'ts436'), Annotation: ñuka papitupa 
    Time Stamp: ('ts437', 'ts438'), Annotation: primuguna familiguna
    Time Stamp: ('ts439', 'ts440'), Annotation: chay baratista sara ugshaguna  
    Time Stamp: ('ts441', 'ts443'), Annotation: kunan guaguakuna nachu sara ugshakunapi kausan 
    Time Stamp: ('ts444', 'ts447'), Annotation: ña gañushga kunanga payguagunaga
    Time Stamp: ('ts451', 'ts453'), Annotation: pastur Rafael Vargas 
    Time Stamp: ('ts455', 'ts456'), Annotation: tayta karka
    Time Stamp: ('ts457', 'ts459'), Annotation: elegido chaygunaga
    Time Stamp: ('ts461', 'ts462'), Annotation: paygunaga illita ñuka papitopa, duño primoguna familiagunami can 
    Time Stamp: ('ts465', 'ts466'), Annotation: ha ha
    Time Stamp: ('ts469', 'ts471'), Annotation: chayguna shina ayllu pastimanda 
    Time Stamp: ('ts472', 'ts474'), Annotation:  charina ari shina  urku
    Time Stamp: ('ts475', 'ts476'), Annotation: cabal (......)japish shina  
    Time Stamp: ('ts482', 'ts485'), Annotation: guarmiga 
    Time Stamp: ('ts489', 'ts492'), Annotation: paygugunata ñuka rigsirkani
    Time Stamp: ('ts498', 'ts500'), Annotation: imashuti urkukuna washagumanga tian 
    Time Stamp: ('ts503', 'ts504'), Annotation: mmmm
    Time Stamp: ('ts505', 'ts506'), Annotation: carruka chayanllu
    Time Stamp: ('ts519', 'ts523'), Annotation: chay chimbalomakunaka imashutikunata
    Time Stamp: ('ts535', 'ts536'), Annotation: kay chimbani jatun rumiga
    Time Stamp: ('ts537', 'ts538'), Annotation: imashuti kan 
    Time Stamp: ('ts541', 'ts543'), Annotation: nachu yachangui
    Time Stamp: ('ts552', 'ts555'), Annotation: ah aah
    Time Stamp: ('ts572', 'ts574'), Annotation: Guayarapungu
    Time Stamp: ('ts614', 'ts617'), Annotation: mmmm
